4.454357939867685245e-01,6.520621439987099588e-02,3.691049834786096218e-02,6.411663982549425239e-03,2.588977302778940290e-05,-8.400072371063730921e-04,-9.517659650119342186e-05,6.888277226485290949e-01,2.807725722063458829e-01,3.511423650653409667e-01,1.820435294205228483e-01,2.819050431157306136e-01,2.225649325339864593e-01,2.842004178137959025e-01,1.208087468061738029e-01,2.566552516888462865e-01,1.181800000000000038e-02,1.773419999999999996e-01,2.494999999999999996e-01
4.858847512572653793e-01,1.725985093154803942e-03,5.570771231011390975e-03,6.037935331580500387e-03,-2.942541639196239058e-05,-1.712037144780465577e-04,-1.898419345323420560e-05,5.087621583389807522e-01,2.631238990955435120e-01,3.632976196797561563e-01,2.052959118680877382e-01,4.370671172158074880e-01,2.308760761275695517e-01,3.204376974293628444e-01,2.762127577325175776e-01,2.729284656012595511e-01,1.579799999999999954e-02,1.533490000000000131e-01,2.595000000000000084e-01
6.758201023647554262e-01,9.010949499167056342e-02,1.665074355223978564e-01,2.154908674412053804e-02,1.066077832282701868e-03,-1.948320009333478564e-03,-7.277716825303441953e-04,6.669349906599627564e-01,1.894251968380925577e-01,1.264422331564618585e-01,1.968510319691730848e-01,4.352819209555208735e-01,2.182259993060156889e-01,2.532332588695452857e-01,2.539988401487884295e-01,3.143918948064493568e-01,1.722800000000000026e-02,1.909200000000000064e-01,1.749999999999999889e-01
5.571992110453627411e-01,2.836035152830798101e-01,1.534980304096861684e-27,1.659739225765112388e-27,2.580513887089128495e-54,-7.403276670423647700e-28,-5.992443586292452699e-55,5.554974426470939974e-01,1.379488813777331457e-01,2.762326588291206808e-01,2.523640262166111925e-01,5.941730183089194428e-01,2.028614156148002834e-01,2.507284284287921716e-01,1.875762965885220956e-01,2.003910355355380535e-01,2.965999999999999887e-03,7.000099999999999378e-02,2.599999999999999881e-02
1.666666666666465346e-01,3.155443620884046773e-28,1.646188626127965667e-24,1.828295588376426168e-24,3.171115796169869523e-48,-3.074078887934067424e-38,6.713857218916648635e-50,4.962229602351406199e-01,4.022320619197036762e-01,3.564032745886412945e-01,2.043089603446133218e-01,4.058268071245335062e-01,2.608410362288463014e-01,2.348903589797528002e-01,2.188298860520710432e-01,2.956570854960282602e-01,5.659999999999999884e-04,1.000100000000000121e-02,2.000000000000000042e-03
2.744077892368352312e-01,4.668032755905487940e-02,1.797424555710783103e-03,1.566968926766583198e-04,-8.064787315019321982e-08,-3.339024428013660247e-05,-2.028673799564410409e-08,6.794231451055898763e-01,2.443403871637440106e-01,3.174679552679386951e-01,1.515451104581614916e-01,3.213854883073772317e-01,1.699326747148329486e-01,2.781732170573248952e-01,2.767145126160043267e-01,2.623223058780270733e-01,5.238000000000000468e-03,1.150010000000000060e-01,1.244999999999999996e-01
5.519723529100815096e-01,7.173750091018725114e-03,3.349924065054250139e-02,7.282744006919699906e-03,-7.257038973816805350e-05,-3.937465324582443190e-04,-8.759632433233076039e-05,2.914071128557111368e-01,2.371019639046600125e-01,4.788883036298746121e-01,3.213642098986790319e-01,5.000209803438582234e-01,2.623362419933573664e-01,3.307035986218661572e-01,2.595725966914276817e-01,1.751323917052364232e-01,1.356399999999999793e-02,1.599039999999999906e-01,2.615000000000000102e-01
5.701684174157313212e-01,3.354447893367436262e-02,1.907017504399646752e-05,3.559708568154761539e-06,2.310087334651469207e-11,-2.049156314028589463e-07,-1.807060663467276488e-11,7.777012599391485148e-01,2.141570532439460439e-01,2.677460885740776120e-01,1.508219482812313550e-01,3.613193934699659993e-01,1.487468483123706720e-01,2.129052191321942900e-01,7.491530289182857238e-02,2.264153291762923126e-01,1.846699999999999731e-02,1.909200000000000064e-01,2.074999999999999900e-01
6.418998879988004891e-01,1.477004101851848994e-01,9.282861576934052505e-02,2.248252288999750409e-02,1.006208075784099671e-03,1.105451725834493987e-03,2.060562780198228825e-04,5.510480463334150869e-01,2.736993312703439041e-01,3.442422771756303845e-01,3.132655287675009115e-01,4.250424696858893792e-01,1.710062963872507613e-01,2.277609983338299560e-01,1.931154929183352686e-01,3.251516536367685672e-01,1.284300000000000025e-02,1.838490000000000124e-01,1.310000000000000053e-01
2.029370898013562463e-01,7.955895443250354110e-03,8.552750625930719604e-04,2.086289276511049207e-04,5.801978088735664761e-08,-1.518200731477070271e-06,-6.633458583249961696e-08,6.867893910739607533e-01,5.882591811654907382e-02,2.430747693967638401e-01,4.939956817806684941e-01,4.329851705996848876e-01,1.530581284211324500e-01,1.037021898170061573e-01,9.239826141217407154e-03,0.000000000000000000e+00,1.033099999999999991e-02,1.874180000000000013e-01,4.329999999999999960e-01
2.202657098612674502e-01,1.974605415974901856e-02,1.320332190301173273e-03,1.245871075146160031e-04,3.420156897053109087e-08,7.804425123605454018e-06,-3.719619138138185432e-08,3.802904630535529629e-01,4.065053953883913107e-01,5.219849788244735889e-01,3.743228036544993254e-01,4.206121840421652158e-01,2.133144172561307061e-01,1.627445133875797256e-01,9.268997197102547825e-02,1.416040131958060944e-01,5.663000000000000499e-03,1.142380000000000062e-01,1.660000000000000087e-01
7.551735263931104170e-01,8.141408613502465474e-02,2.248137281406938637e-01,3.177053538225418916e-02,2.608930385509529546e-04,-2.583873563346896895e-03,-2.672319235620239722e-03,3.409020462670288021e-01,1.843866124904523507e-01,2.772669071210538405e-01,2.475161554722606627e-01,4.021723333703152159e-01,2.152389840189304071e-01,3.303630545240324734e-01,5.396403638188916885e-01,3.212851320791430543e-01,1.160800000000000026e-02,1.560020000000000018e-01,1.729999999999999871e-01
5.743069650273258109e-01,2.096096985870340990e-02,3.628959281548248955e-02,6.929537711077233056e-03,1.098514811562009171e-04,1.607469063298248250e-04,2.804886697992701810e-06,3.755173059512110778e-01,3.345296104374175239e-01,3.880649039265893219e-01,3.579517902751080394e-01,4.218516371600706805e-01,2.840687053677687368e-01,2.964824214310744499e-01,2.589490549379112050e-01,2.339709885373021103e-01,1.345699999999999848e-02,1.543499999999999872e-01,2.280000000000000082e-01
